mean,std
"[[250.24264526367188, 251.02627563476562, 249.89532470703125, 229.46644592285156, 239.72964477539062, 239.76303100585938, 236.0688018798828]]","[[8.62531852722168, 9.038802146911621, 8.835250854492188, 2.0069165229797363, 4.576736927032471, 5.471166610717773, 4.064759731292725]]"
