mean,std
"[[250.32470703125, 251.12567138671875, 250.0050811767578, 229.5479278564453, 239.83384704589844, 239.85035705566406, 236.07325744628906]]","[[8.563342094421387, 8.980643272399902, 8.786038398742676, 1.9886367321014404, 4.551590442657471, 5.438858509063721, 4.022071838378906]]"
