mean,std
"[[250.44113159179688, 251.2530517578125, 250.13442993164062, 229.57296752929688, 239.88937377929688, 239.9491424560547, 236.16554260253906, 0.4998435080051422]]","[[8.599729537963867, 9.015178680419922, 8.811985969543457, 1.9741765260696411, 4.545196533203125, 5.445011138916016, 4.046432018280029, 0.5554468631744385]]"
