mean,std
"[[250.61767578125, 251.4322052001953, 250.30862426757812, 229.60159301757812, 239.985595703125, 240.05548095703125, 236.2769317626953]]","[[8.55801010131836, 8.974251747131348, 8.770865440368652, 1.9645987749099731, 4.517489910125732, 5.41999626159668, 4.024505615234375]]"
